Almoxarifado;Custo Líquido Atualizado;Custo Bruto Atualizado;SKU;Nome;Operação
FATURAMENTO VD RJ;22.66;29.85;8.25.01.20.18;Kit Cuidados do Bebê - Pink;VITRINE
FATURAMENTO VD RJ;22.66;29.85;8.25.01.20.18;Kit Cuidados do Bebê Pink - Safety 1st;VITRINE
FATURAMENTO VD RJ;26.48;37.41;8.25.01.21.07;Pulseira de Segurança Watch Azul - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;40.53;40.53;8.25.01.21.07;Pulseira de Segurança Watch Azul - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;26.48;37.41;8.25.01.21.07;Pulseira de segurança Watch Safety 1st - Azul;VITRINE
FATURAMENTO VD RJ;26.48;37.41;8.25.01.22.18;Pulseira de Segurança Unicorn Rosa - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;18.71;18.71;8.25.01.22.18;Pulseira de Segurança Unicorn Rosa - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;26.48;37.41;8.25.01.22.18;Pulseira de segurança Unicorn Safety 1st - Rosa;VITRINE
FATURAMENTO VD RJ;24.2;34.18;8.25.01.23.01;Adaptador de Cinto de Segurança para Gestantes Black - Safety 1st;VITRINE
FATURAMENTO VD RJ;24.2;34.18;8.25.01.23.01;Adaptador de Cinto de Segurança para Gestantes Safety 1st - Black;VITRINE
FATURAMENTO VD RJ;55.52;76.46;8.25.01.24.06;Dispenser Automático para Álcool Gel 300 ml White - Safety 1st;VITRINE
FATURAMENTO VD RJ;55.52;76.46;8.25.01.24.06;Dispenser Automático para Álcool Gel Safety 1st - White;VITRINE
FATURAMENTO VD RJ;3.85;5.3;8.25.01.25.06;Protetor de Tomada 10 Peças White - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.85;5.3;8.25.01.25.06;Protetor de Tomada 10 pç Safety 1st - White;VITRINE
FATURAMENTO VD RJ;3.85;5.3;8.25.01.25.06;Protetor de Tomada 10 pç White - Safety 1st;VITRINE
FATURAMENTO VD RJ;7.73;10.65;8.25.01.26.06;Protetor de Tomada 24 pç Safety 1st - White;VITRINE
FATURAMENTO BBTOTAL ES;5.26;6.04;8.25.01.26.06;Protetor de Tomada 24 pç Safety 1st - White;BB TOTAL
FATURAMENTO VD RJ;7.73;10.65;8.25.01.26.06;Protetor de Tomada 24 pç White - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;5.26;6.04;8.25.01.26.06;Protetor de Tomada 24 pç White - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;15.57;22.0;8.25.01.27.06;Redutor de Assento Infantil White Sea - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;11.0;11.0;8.25.01.27.06;Redutor de Assento Infantil White Sea - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;15.57;22.0;8.25.01.27.06;Redutor de Assento Safety 1st White Sea;VITRINE
FATURAMENTO BBTOTAL ES;11.0;11.0;8.25.01.27.06;Redutor de Assento Safety 1st White Sea;BB TOTAL
FATURAMENTO VD RJ;3.36;4.68;8.25.01.28.11;Canudo Reutilizável Abre e Fecha Green - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.28.11;Canudo Reutilizável Abre e Fecha Safety 1st - Green;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.29.18;Canudo Reutilizável Abre e Fecha Pink - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.29.18;Canudo Reutilizável Abre e Fecha Safety 1st - Pink;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.30.11;2 Canudos Reutilizável Abre e Fecha Green e Pink - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.30.11;2 Canudos Reutilizável Abre e Fecha Safety 1st - Green e Pink;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.31.07;2 Canudos Reutilizável Abre e Fecha Blue e Grey - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.36;4.68;8.25.01.31.07;2 Canudos Reutilizável Abre e Fecha Safety 1st - Blue e Grey;VITRINE
FATURAMENTO VD RJ;3.13;4.31;8.25.01.32.01;Trava Flexível Multiuso Black - Safety 1st;VITRINE
FATURAMENTO VD RJ;3.13;4.31;8.25.01.32.01;Trava Flexível Multiuso Safety 1st - Black;VITRINE
FATURAMENTO VD RJ;3.13;4.31;8.25.01.33.18;Trava Flexível Multiuso Pink - Safety 1st;VITRINE
FATURAMENTO VD RJ;250.24;332.38;8.25.01.34.06;Umidificador Stay Clean White Safety 1St;VITRINE
FATURAMENTO BBTOTAL ES;30.77;30.77;8.25.01.35.01;Protetor de Banco Safety 1st Black;BB TOTAL
FATURAMENTO VD RJ;43.56;61.53;8.25.01.35.01;Protetor de Banco Safety 1st Black;VITRINE
FATURAMENTO VD RJ;10.82;14.91;8.25.01.36.03;Aspirador Nasal de Sucção Safety 1st Transparente;VITRINE
FATURAMENTO VD RJ;10.82;14.91;8.25.01.36.03;Aspirador Nasal de Sucção Transparente - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;6.3;7.46;8.25.01.36.03;Aspirador Nasal de Sucção Transparente - Safety 1st;BB TOTAL
FATURAMENTO BBTOTAL ES;59.97;59.97;8.25.01.37.01;Apoio de Cabeça Safety 1st - Black;BB TOTAL
FATURAMENTO VD RJ;86.01;119.94;8.25.01.37.01;Apoio de Cabeça Safety 1st - Black;VITRINE
FATURAMENTO VD RJ;93.6;120.0;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;51.74;61.3;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;93.6;120.0;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;51.74;61.3;8.25.01.38.06;Lixeira Anti-odor Smell Free Branca Safety 1st;BB TOTAL
FATURAMENTO VD RJ;29.34;39.5;8.25.01.40.01;Mosquiteiro para Carrinho com Arco e Zíper Black - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;19.12;21.95;8.25.01.40.01;Mosquiteiro para Carrinho com Arco e Zíper Black - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;337.27;440.51;8.25.01.41.06;Babá Eletrônica Super Smart Vision White - Safety 1st;VITRINE
FATURAMENTO VD RJ;11.53;15.52;8.25.01.42.01;Gancho Multiuso Grande Black - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;7.76;7.76;8.25.01.42.01;Gancho Multiuso Grande Black - Safety 1st;BB TOTAL
FATURAMENTO VD RJ;179.74;224.67;8.25.01.43.01;Protetor de Banco TT Top Tether Preto - Safety 1st;VITRINE
FATURAMENTO BBTOTAL ES;394.72;467.7;8.25.02.01.06;Combo Linha Conectada Umidificador, Babá Eletrônica Luz e som e Luz de Berço - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;908.37;1217.7;8.25.02.01.06;Combo Linha Conectada Umidificador, Babá Eletrônica Luz e som e Luz de Berço - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;394.72;467.7;8.25.02.01.06;Combo Linha Conectada White Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;908.37;1217.7;8.25.02.01.06;Combo Linha Conectada White Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;642.0;838.53;8.25.02.04.06;Babá Eletrônica See Pro com Monitor White - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;390.52;390.52;8.25.02.04.06;Babá Eletrônica See Pro com Monitor White - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;76.74;101.93;8.25.02.05.01;Filtro para Purificador de Ar Clean 3 Unidades Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;250.25;332.42;8.25.02.06.06;Purificador de Ar Clean 3 em 1 White - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;147.7;205.98;8.25.02.07.01;Redutor de Cadeirinha Para Recém-Nascidos Pearl 360 Pro Authentic Black - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;84.34;114.93;8.25.02.35.06;Luz De Berço Glow Bivolt White - Maxi-cosi;VITRINE
FULFILLMENT MELI;84.34;114.93;8.25.02.35.06;Luz De Berço Glow Bivolt White - Maxi-cosi;VITRINE
FATURAMENTO BBTOTAL ES;63.85;63.85;8.25.02.35.06;Luz De Berço Glow Bivolt White - Maxi-cosi;BB TOTAL
FATURAMENTO VD RJ;84.34;114.93;8.25.02.35.06;Luz de Berço Glow Maxi-Cosi White;VITRINE
FULFILLMENT MELI;84.34;114.93;8.25.02.35.06;Luz de Berço Glow Maxi-Cosi White;VITRINE
FATURAMENTO BBTOTAL ES;63.85;63.85;8.25.02.35.06;Luz de Berço Glow Maxi-Cosi White;BB TOTAL
FATURAMENTO VD RJ;327.37;434.86;8.25.02.36.06;Umidificador Breathe Maxi-Cosi White;VITRINE
FULFILLMENT MELI;327.37;434.86;8.25.02.36.06;Umidificador Breathe Maxi-Cosi White;VITRINE
FATURAMENTO VD RJ;327.37;434.86;8.25.02.36.06;Umidificador Breathe White - Maxi-Cosi;VITRINE
FULFILLMENT MELI;327.37;434.86;8.25.02.36.06;Umidificador Breathe White - Maxi-Cosi;VITRINE
FULFILLMENT AMAZON;327.52;435.04;8.25.02.36.06;Umidificador Breathe White - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;248.92;248.92;8.25.02.36.06;Umidificador Breathe White - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;285.13;372.41;8.25.02.37.06;Babá Eletrônica See Maxi-Cosi White;VITRINE
FULFILLMENT AMAZON;274.67;367.81;8.25.02.37.06;Babá Eletrônica See Maxi-Cosi White;VITRINE
FATURAMENTO VD RJ;285.13;372.41;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;VITRINE
FULFILLMENT AMAZON;274.67;367.81;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;VITRINE
FULFILLMENT VISUAL IN;322.88;422.37;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;VISUAL IN
FULFILLMENT MELI;274.67;367.81;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;183.91;183.91;8.25.02.37.06;Babá Eletrônica See White - Maxi-Cosi;BB TOTAL
FATURAMENTO VD RJ;177.05;231.37;8.25.02.38.06;Luz e Som Maxi-Cosi White;VITRINE
FATURAMENTO VD RJ;177.05;231.37;8.25.02.38.06;Luz e Som Soothe White - Maxi-Cosi;VITRINE
FATURAMENTO VD RJ;177.05;231.37;8.25.02.38.06;Luz e Som Soothe White Linha Conectada - Maxi-Cosi;VITRINE
FULFILLMENT AMAZON;149.72;204.04;8.25.02.38.06;Luz e Som Soothe White Linha Conectada - Maxi-Cosi;VITRINE
FATURAMENTO BBTOTAL ES;102.02;102.02;8.25.02.38.06;Luz e Som Soothe White Linha Conectada - Maxi-Cosi;BB TOTAL
FULFILLMENT MELI;149.72;204.04;8.25.02.38.06;Luz e Som Soothe White Linha Conectada - Maxi-Cosi;VITRINE
FATURAMENTO VD ES;32.65;38.09;8.25.100.01.00;Aspirador Nasal Aspirar Baby com Estojo LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;19.05;19.05;8.25.100.01.00;Aspirador Nasal Aspirar Baby com Estojo LikLuc;BB TOTAL
FATURAMENTO VD RJ;31.52;35.82;8.25.100.01.00;Aspirador Nasal Aspirar Baby com Estojo LikLuc;VITRINE
FATURAMENTO VD ES;29.66;30.9;8.25.100.02.00;Compressas Refrescantes para Alívio da Febre 04 Unid LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;30.9;30.9;8.25.100.02.00;Compressas Refrescantes para Alívio da Febre 04 Unid LikLuc;BB TOTAL
FATURAMENTO VD ES;29.66;30.9;8.25.100.02.00;Xô Febre Compressas Refrescantes Para Alívio de Febre 04 Unidades - LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;30.9;30.9;8.25.100.02.00;Xô Febre Compressas Refrescantes Para Alívio de Febre 04 Unidades - LikLuc;BB TOTAL
FATURAMENTO VD RJ;18.17;18.93;8.25.100.02.00;Xô Febre Compressas Refrescantes Para Alívio de Febre 04 Unidades - LikLuc;VITRINE
FATURAMENTO VD ES;8.45;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê - LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;8.8;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê - LikLuc;BB TOTAL
FATURAMENTO VD ES;8.45;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;8.8;8.8;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê LikLuc;BB TOTAL
FATURAMENTO VD RJ;7.08;7.37;8.25.100.03.00;Lenços Umedecidos Higienizadores para Utensílios do Bebê LikLuc;VITRINE
FATURAMENTO VD ES;8.02;8.98;8.25.100.04.00;Lenços Umedecidos com Solução Salina Assoar Baby (20 Unidades) - LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;4.49;4.49;8.25.100.04.00;Lenços Umedecidos com Solução Salina Assoar Baby (20 Unidades) - LikLuc;BB TOTAL
FATURAMENTO VD ES;14.26;14.85;8.25.100.05.00;Aparelho para Alívio da Dor na Hora da Injeção LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;6.17;7.43;8.25.100.05.00;Aparelho para Alívio da Dor na Hora da Injeção LikLuc;BB TOTAL
FATURAMENTO VD RJ;11.2;11.67;8.25.100.05.00;Aparelho para Alívio da Dor na Hora da Injeção LikLuc;VITRINE
FATURAMENTO VD ES;21.85;24.84;8.25.100.06.00;Espátula para Aplicar Pomada Pappum - LikLuc;VITRINE
FATURAMENTO BBTOTAL ES;10.92;14.5;8.25.100.06.00;Espátula para Aplicar Pomada Pappum - LikLuc;BB TOTAL
FATURAMENTO VD RJ;21.86;22.77;8.25.100.06.00;Espátula para Aplicar Pomada Pappum - LikLuc;VITRINE
FATURAMENTO VD RJ;126.75;156.02;8.25.101.01.16;Inalador Air Mesh Colors com Bateria Amarelo - Medicate;VITRINE
FATURAMENTO BBTOTAL ES;65.34;75.0;8.25.101.01.16;Inalador Air Mesh Colors com Bateria Amarelo - Medicate;BB TOTAL
FATURAMENTO VD RJ;124.17;154.99;8.25.101.02.07;Inalador Air Mesh Colors com Bateria Azul Claro - Medicate;VITRINE
FATURAMENTO BBTOTAL ES;124.17;154.99;8.25.101.02.07;Inalador Air Mesh Colors com Bateria Azul Claro - Medicate;BB TOTAL
FATURAMENTO VD RJ;126.58;157.9;8.25.101.03.07;Inalador Air Mesh Colors com Bateria Azul Escuro - Medicate;VITRINE
FULFILLMENT VISUAL IN;126.58;157.9;8.25.101.03.07;Inalador Air Mesh Colors com Bateria Azul Escuro - Medicate;VISUAL IN
FATURAMENTO BBTOTAL ES;78.78;78.78;8.25.101.03.07;Inalador Air Mesh Colors com Bateria Azul Escuro - Medicate;BB TOTAL
FATURAMENTO VD RJ;137.16;171.2;8.25.101.04.18;Inalador Air Mesh Colors com Bateria Rosa - Medicate;VITRINE
FATURAMENTO BBTOTAL ES;78.76;78.76;8.25.101.04.18;Inalador Air Mesh Colors com Bateria Rosa - Medicate;BB TOTAL
FATURAMENTO VD RJ;137.16;171.2;8.25.101.04.18;Inalador Air Mesh Colors com Bateria Rosa Medicate;VITRINE
FATURAMENTO VD RJ;137.16;171.2;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde - Medicate;VITRINE
FULFILLMENT VISUAL IN;123.97;154.2;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde - Medicate;VISUAL IN
FATURAMENTO BBTOTAL ES;77.1;77.1;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde - Medicate;BB TOTAL
FATURAMENTO VD RJ;137.16;171.2;8.25.101.05.11;Inalador Air Mesh Colors com Bateria Verde Medicate;VITRINE
FATURAMENTO VD RJ;105.39;113.95;8.25.105.04.18;Cesto Organizador Quadrado Unicórnio - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;153.74;166.2;8.25.105.05.10;Cesto Organizador Retangular Elefante - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;153.72;166.2;8.25.105.06.11;Cesto Organizador Retangular Dino - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.07.17;Cesto Organizador Quadrado Raposa  - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.08.06;Cesto Organizador Quadrado Panda - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.09.17;Cesto Organizador Quadrado Tigre - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.10.10;Cesto Organizador Quadrado Elefante - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.11.16;Cesto Organizador Quadrado Leão - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;105.4;113.95;8.25.105.12.10;Cesto Organizador Quadrado Lhama - 3 Sprouts;VITRINE
FATURAMENTO VD RJ;46.61;52.07;8.25.108.02.00;Repelente Spray Protec Aplicação em Roupas e Tecidos em Geral - Aya Tech;VITRINE
FATURAMENTO VD ES;46.61;52.07;8.25.108.02.00;Repelente Spray Protec Aplicação em Roupas e Tecidos em Geral - Aya Tech;VITRINE
FATURAMENTO BBTOTAL ES;28.08;28.08;8.25.108.02.00;Repelente Spray Protec Aplicação em Roupas e Tecidos em Geral - Aya Tech;BB TOTAL
FATURAMENTO BBTOTAL ES;2.5;2.5;8.25.119.01.00;Copo de Transição com Alça Rosa - Nuby;BB TOTAL
FATURAMENTO VD ES;4.36;5.0;8.25.119.01.00;Copo de Transição com Alça Rosa - Nuby;VITRINE
FATURAMENTO VD ES;14.99;17.13;8.25.135.01.00;Adesivo Monitor de Febre Termo Friends 4 Und INR;VITRINE
FATURAMENTO VD RJ;15.37;17.17;8.25.135.01.00;Adesivo Monitor de Febre Termo Friends 4 Und INR;VITRINE
FATURAMENTO BBTOTAL ES;7.48;8.59;8.25.135.01.00;Adesivo Monitor de Febre Termo Friends 4 Und INR;BB TOTAL
FATURAMENTO VD ES;12.64;13.17;8.25.135.02.00;Compressas Antitérmicas em Gel Fever Friends 4 Und - INR;VITRINE
FATURAMENTO BBTOTAL ES;5.47;7.26;8.25.135.02.00;Compressas Antitérmicas em Gel Fever Friends 4 Und - INR;BB TOTAL
FATURAMENTO VD ES;8.45;9.7;8.25.135.03.00;Adesivo de Citronela Amo Protect 8 Und INR;VITRINE
FATURAMENTO BBTOTAL ES;4.85;4.85;8.25.135.03.00;Adesivo de Citronela Amo Protect 8 Und INR;BB TOTAL
FATURAMENTO VD RJ;8.46;8.81;8.25.135.03.00;Adesivo de Citronela Amo Protect 8 Und INR;VITRINE
FATURAMENTO VD ES;21.69;24.9;8.25.135.04.00;Adesivo de Citronela com 28 unidades - Amo Protect;VITRINE
FATURAMENTO VD RJ;21.7;24.9;8.25.135.04.00;Adesivo de Citronela com 28 unidades - Amo Protect;VITRINE
FATURAMENTO BBTOTAL ES;9.37;12.45;8.25.135.04.00;Adesivo de Citronela com 28 unidades - Amo Protect;BB TOTAL
FATURAMENTO VD ES;7.41;8.4;8.25.135.05.00;Adesivo Calmante de Picadas de Insetos 20 unidades - Post Picada;VITRINE
FATURAMENTO BBTOTAL ES;3.16;4.2;8.25.135.05.00;Adesivo Calmante de Picadas de Insetos 20 unidades - Post Picada;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.01.69;Boia Colete Infantil 25 a 35 kg Dinossauro - Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;35.15;35.15;8.25.142.01.69;Boia Colete Infantil 25 a 35 kg Dinossauro - Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.01.69;Boia Colete Infantil Dinossauro Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;29.67;35.15;8.25.142.04.69;Boia Colete Infantil 25 a 35 kg Coração - Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.04.69;Boia Colete Infantil 25 a 35 kg Coração - Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;29.67;35.15;8.25.142.04.69;Boia Colete Infantil Coração Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.04.69;Boia Colete Infantil Coração Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;29.67;35.15;8.25.142.07.69;Boia Colete Infantil 25 a 35 kg Girafe - Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.07.69;Boia Colete Infantil 25 a 35 kg Girafe - Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;29.67;35.15;8.25.142.07.69;Boia Colete Infantil Girafa Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.07.69;Boia Colete Infantil Girafa Sea Float;VITRINE
FATURAMENTO VD RJ;70.3;70.3;8.25.142.08.69;Boia Colete Infantil 25 a 35 kg Candy - Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;35.15;35.15;8.25.142.08.69;Boia Colete Infantil 25 a 35 kg Candy - Sea Float;BB TOTAL
FATURAMENTO VD RJ;70.3;70.3;8.25.142.08.69;Boia Colete Infantil Candy Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;35.15;35.15;8.25.142.08.69;Boia Colete Infantil Candy Sea Float;BB TOTAL
FATURAMENTO VD RJ;9.59;9.59;8.25.142.10.69;Boia Auxiliar Colete Infantil Coração Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.10.69;Boia Auxiliar Infantil Até 2 anos Coração - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.12.69;Boia Auxiliar Colete Infantil Candy Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.12.69;Boia Auxiliar Infantil Até 2 anos Candy - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.85;8.25.142.13.18;Boia Auxiliar Infantil Até 2 anos Flamingo - Sea Float;VITRINE
FATURAMENTO BBTOTAL ES;4.15;4.93;8.25.142.13.18;Boia Auxiliar Infantil Até 2 anos Flamingo - Sea Float;BB TOTAL
FATURAMENTO BBTOTAL ES;4.93;4.93;8.25.142.14.11;Boia Auxiliar Infantil Até 2 anos Dinossauro - Sea Float;BB TOTAL
FATURAMENTO VD RJ;9.6;9.86;8.25.142.14.11;Boia Auxiliar Infantil Até 2 anos Dinossauro - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.16.01;Boia Auxiliar Colete Infantil Giraffe Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.16.01;Boia Auxiliar Infantil Até 2 anos Giraffe - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.17.16;Boia Auxiliar Colete Infantil I'm Special Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.17.16;Boia Auxiliar Infantil Até 2 anos I'm Special - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.19.18;Boia Auxiliar Colete Infantil Fundo do Mar Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.19.18;Boia Auxiliar Infantil Até 2 anos Fundo do Mar - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.20.18;Boia Auxiliar Colete Infantil Unicórnio Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.20.18;Boia Auxiliar Infantil Até 2 anos Unicórnio - Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.21.69;Boia Auxiliar Colete Infantil Space Dino Sea Float;VITRINE
FATURAMENTO VD RJ;9.59;9.59;8.25.142.21.69;Boia Auxiliar Infantil Até 2 anos Space Dino - Sea Float;VITRINE
FATURAMENTO VD RJ;17.65;19.72;8.25.167.01.00;Desodorante Infantil Roll-On Vybe Antiperspirante 24 horas 70ml - Vegetal Brasil;VITRINE
FATURAMENTO VD ES;17.65;19.72;8.25.167.01.00;Desodorante Infantil Roll-On Vybe Antiperspirante 24 horas 70ml - Vegetal Brasil;VITRINE
FATURAMENTO VD RJ;46.65;53.28;8.25.169.01.10;Escorredor de Mamadeira e Acessórios Cinza - Kikka Boo;VITRINE
FATURAMENTO VD RJ;11.53;14.9;8.25.179.01.06;Lenço Repelente com Aloe Vera Com 16 Lenços - Bug Boom;VITRINE
FATURAMENTO VD RJ;11.43;14.9;8.25.179.02.17;Seringa Tira Picada Laranja - Bug Boom;VITRINE
FATURAMENTO VD RJ;11.43;14.9;8.25.179.03.18;Seringa Tira Picada Laranja Rosa - Bug Boom;VITRINE
FATURAMENTO VD RJ;11.73;14.9;8.25.179.04.11;Seringa Tira Picada Laranja Verde - Bug Boom;VITRINE
FATURAMENTO VD RJ;35.36;49.94;8.25.23.10.07;Manta Infanti Azul;VITRINE
FATURAMENTO VD RJ;35.36;49.94;8.25.23.10.07;Manta Infantil M Azul - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;21.75;24.97;8.25.23.11.18;Manta Infantil M Rosa - Infanti;BB TOTAL
FATURAMENTO VD RJ;35.36;49.94;8.25.23.11.18;Manta Infantil M Rosa - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;21.75;24.97;8.25.23.11.18;Manta Popcorn infanti Rosa;BB TOTAL
FATURAMENTO VD RJ;35.36;49.94;8.25.23.11.18;Manta Popcorn infanti Rosa;VITRINE
FATURAMENTO BBTOTAL ES;12.39;14.23;8.25.23.15.00;Toalha com Capuz Balão - Infanti;BB TOTAL
FATURAMENTO VD RJ;20.14;28.45;8.25.23.15.00;Toalha com Capuz Balão - Infanti;VITRINE
FATURAMENTO BBTOTAL ES;12.39;14.23;8.25.23.15.00;Toalha com Capuz Infanti Balão;BB TOTAL
FATURAMENTO VD RJ;20.14;28.45;8.25.23.15.00;Toalha com Capuz Infanti Balão;VITRINE
FATURAMENTO VD RJ;15.24;20.97;8.25.23.19.07;Naninha Infanti by FOM - Azul Cachorro;VITRINE
FATURAMENTO VD RJ;44.38;61.11;8.25.23.22.07;Manta Infantil Grande Infanti - Azul;VITRINE
FATURAMENTO VD RJ;44.38;61.11;8.25.23.24.10;Manta Infanti Grande Infanti - Cinza;VITRINE
FATURAMENTO VD RJ;44.38;61.11;8.25.23.25.18;Manta Infanti Grande Infanti - Rosa;VITRINE
FATURAMENTO VD RJ;35.36;49.94;8.25.23.26.10;Manta Infanti Média Infanti - Cinza;VITRINE
FATURAMENTO BBTOTAL ES;16.05;18.42;8.25.23.26.10;Manta Infanti Média Infanti - Cinza;BB TOTAL
FATURAMENTO VD ES;149.21;176.79;8.25.39.01.06;Kit Banheira com Suporte Branco Burigotto;VITRINE
FULFILLMENT VISUAL IN;140.17;166.08;8.25.39.01.06;Kit Banheira com Suporte Branco Burigotto;VISUAL IN
FATURAMENTO BBTOTAL ES;83.04;83.04;8.25.39.01.06;Kit Banheira com Suporte Branco Burigotto;BB TOTAL
FATURAMENTO VD RJ;22.4;25.63;8.25.47.08.18;Babador de Silicone com Cata Migalhas Porquinho Rosa - KaBaby;VITRINE
FATURAMENTO BBTOTAL ES;12.82;12.82;8.25.47.08.18;Babador de Silicone com Cata Migalhas Porquinho Rosa - KaBaby;BB TOTAL
FULFILLMENT VISUAL IN;199.23;260.64;8.25.47.115.06;Bomba Tira Leite Elétrica de Vestir Branco Kababy;VISUAL IN
